0	9.0	44.0	-66.0	-116.0	-17.0	1.0	7.0	-13.0	56.64
1	70.0	31.0	-45.0	15.0	-2.0	0.0	34.0	0.0	47.23
2	36.0	-12.0	-8.0	-10.0	2.0	12.0	-8.0	12.0	45.5
3	-11.0	-1.0	44.0	38.0	-49.0	4.0	5.0	-2.0	43.84
4	-16.0	-27.0	-5.0	-1.0	-16.0	-2.0	11.0	40.0	39.86
5	-43.0	28.0	-106.0	1.0	7.0	-2.0	-8.0	-21.0	38.35
6	-11.0	-4.0	-1.0	59.0	16.0	-5.0	9.0	-8.0	37.73
7	62.0	2.0	-55.0	-22.0	-8.0	-12.0	-3.0	-26.0	37.97
8	-3.0	2.0	8.0	102.0	2.0	4.0	0.0	2.0	40.4
9	-21.0	62.0	11.0	-7.0	-2.0	-5.0	-32.0	-15.0	37.73
10	-8.0	-76.0	-4.0	-8.0	-10.0	-14.0	-48.0	-17.0	38.24
11	-51.0	-78.0	-71.0	5.0	-4.0	-8.0	-44.0	-2.0	37.79
12	17.0	-32.0	85.0	-40.0	0.0	6.0	-2.0	27.0	37.67
13	14.0	96.0	14.0	-33.0	-11.0	-7.0	26.0	35.0	38.24
14	-17.0	-51.0	20.0	-28.0	-15.0	3.0	-9.0	-41.0	41.23
15	59.0	73.0	-56.0	98.0	-5.0	-6.0	-4.0	6.0	39.86
16	-11.0	94.0	-4.0	-126.0	29.0	-8.0	-17.0	-4.0	43.23
17	97.0	15.0	-13.0	-36.0	-1.0	-3.0	11.0	6.0	62.77
18	0.0	-36.0	29.0	7.0	3.0	-3.0	-18.0	-10.0	60.54
19	-59.0	-9.0	127.0	26.0	4.0	9.0	4.0	-51.0	45.5
20	29.0	10.0	-36.0	20.0	6.0	-12.0	-16.0	-21.0	46.99
21	-24.0	33.0	-128.0	19.0	-4.0	-26.0	-5.0	3.0	47.23
22	-1.0	11.0	124.0	1.0	-13.0	5.0	-4.0	0.0	64.34
23	-19.0	-55.0	48.0	-17.0	-7.0	-8.0	-3.0	-6.0	64.33
24	-52.0	-101.0	14.0	0.0	-7.0	25.0	-21.0	7.0	59.1
25	117.0	-3.0	-26.0	19.0	-9.0	15.0	15.0	10.0	59.8
26	-7.0	13.0	21.0	18.0	-16.0	-8.0	-8.0	-3.0	73.32
27	40.0	5.0	-27.0	43.0	-5.0	2.0	2.0	23.0	74.94
28	55.0	52.0	-34.0	-3.0	-20.0	-13.0	23.0	5.0	80.02
