0.1	23.07	87.41
0.2	40.29	87.59
0.3	75.34	115.99
0.4	47.34	114.63
0.5	30.31	120.31
0.6	39.46	124.27
0.7	27.16	130.83
0.8	20.22	139.57
0.9	58.5	144.53
1	57.66	149.67
1.1	58.13	149.77
1.2	81.34	150.79
1.3	85.84	152.28
1.4	31.73	154.96
1.5	69.19	154.99
1.6	44.73	157.62
1.7	33.1	159.97
1.8	74.11	160.84
1.9	40.04	161.54
2	69.42	162.32
2.1	31.24	162.57
2.2	76.19	162.08
2.3	50.03	161.1
2.4	52.43	155.72
2.5	21.21	152.21
2.6	50.05	147.04
2.7	27.63	141.55
2.8	49.85	140.36
2.9	48.53	137.67
3	19.15	130.81
3.1	43.69	125.49
3.2	55.89	125.79
3.3	47.11	119.11
3.4	50.99	116.81
3.5	57.7	110.34
3.6	36.39	84.64
3.7	30.07	87.04
3.8	16.96	85.85
3.9	40.51	84.44
4	40.92	83.77
