0.1	55.02	110.37
0.2	21.75	109.07
0.3	20.87	113.69
0.4	20.8	129.64
0.5	59.79	144.74
0.6	78.17	141.79
0.7	54.09	141.87
0.8	29.06	153.69
0.9	52.33	160.85
1	79.13	166.2
1.1	61.43	166.62
1.2	70.15	161.17
1.3	52.18	163.13
1.4	74.4	165.02
1.5	61.91	170.98
1.6	72.68	173.23
1.7	55.98	172.73
1.8	50.38	172.55
1.9	62.5	172.2
2	40.83	171.78
2.1	84.87	171.08
2.2	84.64	169.77
2.3	56.31	170.86
2.4	55.11	170.42
2.5	20.95	168.11
2.6	50.82	166.46
2.7	31.48	164.91
2.8	30.69	166.66
2.9	77.96	164.2
3	24.33	152.24
3.1	47.04	143.23
3.2	10.99	157.5
3.3	66.66	155.29
3.4	53.36	154.94
3.5	121.64	140.01
3.6	27.11	137.18
3.7	37.82	131.71
3.8	18.08	119.49
3.9	52.57	118.55
