0.1	49.71	102.68
0.2	39.94	110.87
0.3	82.05	125.77
0.4	40.72	137.88
0.5	35.59	142.08
0.6	59.57	145.57
0.7	64.93	149.46
0.8	44.83	155.8
0.9	77.8	156.54
1	86.31	160.82
1.1	51.13	163.1
1.2	66.19	165.26
1.3	61.45	166.66
1.4	63.21	166.94
1.5	37.77	166.44
1.6	54.14	166.79
1.7	32.75	157.13
1.8	29.52	155.28
1.9	22.18	154.28
2	59.26	149.78
2.1	50.36	148.33
2.2	69.28	145.2
2.3	52.51	143.24
2.4	43.54	140.66
2.5	29.54	135.24
2.6	66.62	130.78
2.7	48.56	127.88
2.8	59.35	124.87
2.9	78.68	122.22
3	37.34	118.63
3.1	76.32	112.61
3.2	47.97	112.35
3.3	60.99	111.8
3.4	28.77	111.08
3.5	59.72	101.01
3.6	39.31	98.19
3.7	77.64	71.15
