0.1	45.49	74.84
0.2	51.03	89.06
0.3	28.17	86.27
0.4	67.13	103.58
0.5	87.71	116.82
0.6	38.09	117.67
0.7	79.12	116.48
0.8	53.05	127.28
0.9	34.78	138.9
1	83.97	140.97
1.1	70.37	143.58
1.2	48.34	146.94
1.3	73.88	149.28
1.4	54.59	151.69
1.5	84.34	153.91
1.6	36.95	158.5
1.7	69.13	161.41
1.8	49.79	163.7
1.9	47.07	164.79
2	45.08	165.25
2.1	75.93	163.14
2.2	70.64	156.53
2.3	51.02	154.07
2.4	39.93	148.93
2.5	45.11	143.97
2.6	62.58	139.63
2.7	71.94	136.35
2.8	64.52	132.22
2.9	42.69	128.78
3	48.41	121.85
3.1	46.4	119.22
3.2	25.36	118.16
3.3	22.96	108.1
3.4	70.46	103.53
3.5	42.98	102.85
3.6	49.98	101.75
3.7	67.18	81.62
3.8	29.71	71.46
3.9	26.11	69.91
