0.1	78.48	63
0.2	50.63	63.49
0.3	56.16	68.88
0.4	54.27	91.54
0.5	48.92	101.56
0.6	77	115.4
0.7	58.01	117.03
0.8	45.31	106.81
0.9	40.68	124.45
1	80.1	137.29
1.1	75.35	129.92
1.2	79.59	132.83
1.3	53.16	151.93
1.4	93.85	151.5
1.5	28.97	146.42
1.6	76.14	148.3
1.7	71.45	158.81
1.8	55.07	158.84
1.9	40.48	164.73
2	79.62	164.3
2.1	58.56	167.22
2.2	40.47	166.59
2.3	77.57	167.29
2.4	28.39	165.17
2.5	54.52	161.96
2.6	34.08	158.75
2.7	53.15	159.65
2.8	46.13	157.03
2.9	69.61	148.39
3	51.36	153.47
3.1	33.67	152.24
3.2	48.31	150.51
3.3	67.64	148.4
3.4	28.99	146.06
3.5	33.63	144.78
3.6	61.31	143.36
3.7	35.11	139.9
3.8	55.79	135.98
3.9	33.15	135.42
4	22.46	134.63
4.1	19.67	132.98
4.2	37.52	131.06
4.3	62.48	114.29
4.4	47.65	112.83
4.5	34.62	111.67
4.6	35.64	108.02
4.7	68.03	98.31
4.8	34.14	90.15
4.9	62.24	86.89
5	83.29	73.08
5.1	45.97	89.62
