0.1	45.75	82.25
0.2	45.8	82.14
0.3	40.87	83.67
0.4	19.81	87.05
0.5	55.29	116.51
0.6	34.6	112.56
0.7	58.13	112.13
0.8	38.32	106.26
0.9	60.6	110.42
1	43.55	124.57
1.1	39.6	138.72
1.2	74.25	138.49
1.3	48.7	141.03
1.4	24.64	144.46
1.5	65.59	144.75
1.6	66.15	147.81
1.7	71.04	149.66
1.8	61.21	151.81
1.9	55.16	152.55
2	64.76	155.01
2.1	53.3	156.91
2.2	77.98	160.27
2.3	64.29	162.68
2.4	61.82	165.3
2.5	79.98	166.85
2.6	79.47	167.49
2.7	76.17	166.79
2.8	43.28	165.23
2.9	42.43	163.97
3	65.66	161.67
3.1	54.78	157.25
3.2	39.48	149.8
3.3	61.55	144.73
3.4	83.58	141.54
3.5	42.86	138.82
3.6	15.76	134.45
3.7	117.09	125.26
3.8	46.82	131.82
3.9	27.15	132.38
4	30.58	118.36
4.1	25.71	117.65
4.2	68.7	106.15
4.3	26.14	106.94
4.4	40.2	97.06
4.5	60.84	104.34
4.6	67.29	101.81
4.7	39.37	98.93
4.8	46.06	98.76
4.9	52.26	75.77
5	58.01	77.22
5.1	29.17	74.24
5.2	57.14	69.9
5.3	86.3	65.9
