0.1	45.18	86.59
0.2	27.58	97
0.3	39.62	103.53
0.4	44.15	108
0.5	37.37	117.51
0.6	55.63	124.96
0.7	36.72	121.22
0.8	37.96	144.76
0.9	122.81	148.27
1	45.63	147.09
1.1	87.98	159
1.2	65.8	156.84
1.3	60.85	155.48
1.4	79.97	157.36
1.5	52.72	158.85
1.6	58.23	159.49
1.7	53.89	163.75
1.8	61.87	164.76
1.9	58.07	165.37
2	44.67	164.62
2.1	98.69	162.83
2.2	54.26	160.65
2.3	49.47	158.66
2.4	49.05	155.02
2.5	83.85	151.77
2.6	30.11	150.12
2.7	60.11	147.02
2.8	58.62	120.08
2.9	40.45	119.36
3	53.6	120.42
3.1	44.84	122.36
3.2	36.05	123.03
3.3	51.02	121.1
3.4	36.1	125.32
3.5	49.02	86.86
3.6	23.23	87.6
3.7	53.84	87.32
3.8	41.91	87.27
