0.1	36.89	72.46
0.2	76.03	72.3
0.3	47.46	89.53
0.4	63.93	93.09
0.5	35.07	95.81
0.6	36.67	104.98
0.7	24.52	116.4
0.8	51.43	124.76
0.9	39.3	130.63
1	62.3	132.21
1.1	22.75	140
1.2	18.28	137.19
1.3	65.16	135.2
1.4	29.77	150.81
1.5	63.41	150.42
1.6	72.5	153.68
1.7	48.51	150.89
1.8	47.47	146.62
1.9	84.31	146.56
2	45.89	159.98
2.1	66.28	159.82
2.2	68.56	157.68
2.3	50.97	162.17
2.4	34.93	161.04
2.5	72.27	163.28
2.6	77.18	154.91
2.7	75.3	155.55
2.8	67.18	146.56
2.9	36.52	152.87
3	22.8	150.57
3.1	54.39	145.29
3.2	74.8	139.71
3.3	32.19	137.51
3.4	22.98	134.18
3.5	25.43	133.84
3.6	32.03	132.91
3.7	34.44	135.26
3.8	47.02	134.78
3.9	62.79	115.59
4	55.14	114.15
4.1	73.82	114.24
4.2	52.1	115.8
4.3	38.35	114.38
4.4	48.49	111.25
4.5	34.28	106.34
4.6	77.66	101.35
4.7	30	90.76
4.8	67.47	90.68
4.9	43.82	85.17
