0.1	36.59	107.42
0.2	27.88	123.03
0.3	105.39	120.35
0.4	64.22	126.27
0.5	54.14	136.98
0.6	78.01	141.09
0.7	57.77	139.73
0.8	82.29	145.11
0.9	55.58	151.07
1	34.4	160.34
1.1	54.78	165.28
1.2	94.09	168.02
1.3	40	171.49
1.4	84.75	173.32
1.5	93.07	175.86
1.6	62.16	174.85
1.7	30.46	175.76
1.8	45.88	176.33
1.9	24.33	176.75
2	71.07	176.32
2.1	89.09	174.22
2.2	46.96	172.68
2.3	33.16	172.93
2.4	64.02	169.68
2.5	47.43	169.19
2.6	41.04	166.7
2.7	44.87	163.19
2.8	59.35	160.35
2.9	49.78	157.45
3	19.31	154.39
3.1	49.72	151.08
3.2	68.39	149.66
3.3	41.18	147.94
3.4	21.43	143.04
3.5	32.53	130.52
3.6	77.24	128.76
3.7	60.13	123
3.8	37.24	119.77
3.9	38.18	115.79
4	50.01	114.91
