0.1	42.54	101.91
0.2	85.2	104.01
0.3	37.07	119.89
0.4	27.53	120.69
0.5	27.69	121.82
0.6	47.06	123.59
0.7	60.43	128.02
0.8	26.67	130.25
0.9	27.01	139.2
1	43.53	144.63
1.1	74.29	148.42
1.2	35.49	152.56
1.3	58.68	158.57
1.4	28.96	161.11
1.5	47.96	169.18
1.6	57.11	169.4
1.7	70.17	172.89
1.8	64.54	177.28
1.9	103.11	177.44
2	62.47	177.09
2.1	52.21	177.58
2.2	74.28	177.87
2.3	93.3	178.07
2.4	67.99	177.96
2.5	45.73	177.06
2.6	90.72	172.95
2.7	48.71	168.82
2.8	70.54	164.14
2.9	81.87	162.77
3	44.1	162.15
3.1	34.08	155.02
3.2	70.18	144.28
3.3	72.62	146.48
3.4	12.88	146.77
3.5	74.94	144.09
3.6	47.03	137
3.7	113.11	133.14
3.8	67.58	131.69
3.9	54.98	133.44
4	42.29	133.69
4.1	65.23	125.27
4.2	50.56	122.61
4.3	71.64	119.51
