0.1	61.58	105.49
0.2	37.85	111.78
0.3	29.68	125.34
0.4	59.49	131.07
0.5	42.4	137.78
0.6	86.3	145.1
0.7	32.96	145.88
0.8	79.52	149.47
0.9	76.33	154.25
1	79.73	157.46
1.1	57.07	162.15
1.2	67.2	164.39
1.3	31.01	165.42
1.4	63.47	169.79
1.5	37.14	171.66
1.6	45.65	174.9
1.7	82.74	177.85
1.8	85.26	178.93
1.9	59.38	178.59
2	76.36	177.56
2.1	11.3	177.57
2.2	110.32	177.76
2.3	51.61	177.42
2.4	69.93	176.11
2.5	38.32	174.3
2.6	68.94	171.23
2.7	74.35	163.18
2.8	48.86	163.25
2.9	60.13	161.12
3	49.05	158.46
3.1	109.89	155.83
3.2	41.61	157.04
3.3	37.96	143.63
3.4	53.27	139.38
3.5	20.21	132.61
3.6	32.73	131.37
3.7	35.2	128.91
3.8	22.9	125.6
3.9	30.32	123.32
4	8.51	122.29
4.1	51.72	119.1
