0.1	67.09	83.9
0.2	31.51	99.15
0.3	62.37	102
0.4	43.37	108.06
0.5	36.83	119.74
0.6	68.6	122.69
0.7	58.63	132.16
0.8	54.25	137.27
0.9	78.65	142.66
1	26.16	148.15
1.1	84.09	150.96
1.2	87.42	153.61
1.3	90.92	158.05
1.4	85.37	161.92
1.5	39.6	163.47
1.6	78.02	165.64
1.7	58.41	166.99
1.8	27.34	167.77
1.9	57.25	170.09
2	76.92	169.27
2.1	78.59	166.43
2.2	85.09	160.71
2.3	75.62	155.9
2.4	81.12	151.66
2.5	41.69	147.22
2.6	62.42	144.27
2.7	40.42	141.14
2.8	72.03	137.2
2.9	46.07	135.21
3	30.47	130.69
3.1	55.51	126.58
3.2	63.93	123.61
3.3	54.87	119.54
3.4	20.67	117.92
3.5	39.66	115.19
3.6	67.14	113.81
3.7	37.04	113.51
3.8	67.79	110.44

