0.1	41.04	105.63
0.2	42.36	107.12
0.3	46.89	107.15
0.4	46.16	111.11
0.5	81.75	117.8
0.6	44.91	129.29
0.7	117.63	133.51
0.8	68.87	134.21
0.9	42.36	142.56
1	45.83	147.83
1.1	49.76	153.65
1.2	69.71	157.75
1.3	53.59	162.17
1.4	55.21	165.47
1.5	10.49	168.07
1.6	25.75	168.63
1.7	88.36	173.87
1.8	49.5	177.7
1.9	57.85	177.37
2	89.57	179.03
2.1	49.54	178.57
2.2	58.38	177.9
2.3	51.68	177.36
2.4	62.29	177.85
2.5	62.99	176.41
2.6	102.79	170.82
2.7	46.26	166.63
2.8	35.42	164.56
2.9	58.42	160.95
3	54.35	159.64
3.1	44.36	157.25
3.2	63.44	145.16
3.3	106.65	145.86
3.4	107.17	148.37
3.5	65.62	146.99
3.6	57.43	142.5
3.7	48.71	126.07
3.8	33.73	121.86
3.9	66.22	122.18
4	57.75	119.09
4.1	116.05	118.82

