0.1	42.01	88.9
0.2	35.96	88.42
0.3	88.58	88.22
0.4	44.86	88.44
0.5	41.48	88.43
0.6	62.09	87.73
0.7	63.9	107.36
0.8	28.72	127.16
0.9	19.73	139.52
1	83.82	144.1
1.1	35.49	148.58
1.2	40.41	152.79
1.3	80.94	156.87
1.4	71.34	161.41
1.5	67.08	161.59
1.6	70.85	164.05
1.7	28.71	165.8
1.8	92.8	162.51
1.9	72.23	164.35
2	102.46	156.81
2.1	55.27	155.53
2.2	35.96	158.73
2.3	8.44	156.03
2.4	92.88	149.95
2.5	82.2	146.2
2.6	59.16	142.57
2.7	22.2	141.97
2.8	27.01	135.42
2.9	65.57	131.07
3	10.75	124.54
3.1	46.89	120.56
3.2	67.88	101.68
3.3	45.09	100.61
3.4	42.22	97.91
3.5	29.93	96.8
3.6	45.93	83.58
