0.1	21.18	71.4
0.2	51.89	74.05
0.3	35.18	93.58
0.4	41.65	87.59
0.5	44.97	112.83
0.6	68.73	117.8
0.7	24.95	125.11
0.8	66.82	129.7
0.9	92.54	140.82
1	32.35	146.47
1.1	60.3	149.49
1.2	29.28	152.45
1.3	87.31	154.42
1.4	100.3	156.57
1.5	79.55	161.16
1.6	69.14	163.76
1.7	93.68	170.15
1.8	92.13	162.4
1.9	68.1	173.04
2	24.77	172.4
2.1	63.17	160.72
2.2	73.69	161.32
2.3	36	160.2
2.4	31.55	157.15
2.5	62.74	154.25
2.6	68.37	150.92
2.7	83.14	145.07
2.8	35.71	139.34
2.9	64.14	132.16
3	56.67	127.6
3.1	40.42	129.13
3.2	31.44	129.59
3.3	36.56	126.56
3.4	36.83	124.56
3.5	54.63	108.57
3.6	56.47	105.7
3.7	66.4	101.74

