0.1	51.54	77.99
0.2	46.59	82.74
0.3	23.96	120.19
0.4	22.91	123.35
0.5	53.76	120.52
0.6	55.61	138.07
0.7	50.6	141.28
0.8	55.87	146.23
0.9	32.1	146.37
1	18.12	150.12
1.1	63.55	153.6
1.2	60.65	154.3
1.3	82.63	155.38
1.4	99.73	156.16
1.5	95.26	159.34
1.6	72.7	159.97
1.7	74.79	162.38
1.8	90.61	163.51
1.9	87.17	163.86
2	92.89	156.85
2.1	75.08	160.2
2.2	27.67	162.96
2.3	28.97	160.38
2.4	45.97	153.67
2.5	43.31	154.04
2.6	44.96	150.69
2.7	75.12	131.61
2.8	46.2	130.89
2.9	26.15	122.37
3	82.06	123.26
3.1	76.81	119.52
3.2	48.44	122.94
3.3	63.78	119.47
3.4	48.9	119.76
3.5	40.15	122.98
3.6	50.19	121.72
3.7	24.18	106.57
