0	-5.0	-5.0	1.0	35.0	-20.0	104.0	118.0	-53.0	165.06
1	84.0	13.0	5.0	29.0	54.0	1.0	107.0	36.0	164.69
2	-48.0	52.0	-2.0	-55.0	72.0	-29.0	65.0	31.0	165.82
3	54.0	12.0	-11.0	-27.0	50.0	79.0	-71.0	46.0	165.87
4	9.0	18.0	-7.0	-31.0	-39.0	-128.0	-60.0	-45.0	166.61
5	-20.0	-34.0	43.0	-104.0	63.0	7.0	-71.0	-91.0	165.76
6	118.0	-15.0	-10.0	-2.0	46.0	-117.0	-5.0	-17.0	167.43
7	-2.0	13.0	-47.0	81.0	-52.0	-62.0	121.0	26.0	168.16
8	18.0	11.0	15.0	-25.0	-108.0	12.0	-5.0	55.0	168.16
9	-24.0	-1.0	6.0	-18.0	-13.0	-1.0	-44.0	-128.0	166.61
10	-68.0	-12.0	10.0	5.0	9.0	127.0	-21.0	20.0	165.87
11	-38.0	19.0	4.0	-15.0	26.0	-71.0	-106.0	-16.0	165.7
12	74.0	-12.0	0.0	-13.0	51.0	-53.0	36.0	32.0	164.47
13	-79.0	4.0	-2.0	-30.0	93.0	-11.0	25.0	115.0	163.66
14	22.0	-6.0	-8.0	-40.0	34.0	46.0	-3.0	-21.0	163.56
15	-52.0	-10.0	-11.0	44.0	-3.0	-25.0	-32.0	-112.0	162.89
16	-75.0	-13.0	53.0	17.0	-43.0	-74.0	7.0	-125.0	158.92
17	31.0	37.0	-6.0	48.0	-37.0	59.0	-9.0	19.0	162.68
18	-9.0	3.0	-6.0	-4.0	-103.0	32.0	-3.0	-76.0	159.99
19	-9.0	-18.0	-6.0	34.0	-75.0	45.0	-49.0	-11.0	162.29
20	53.0	16.0	10.0	7.0	3.0	-53.0	-41.0	-62.0	159.99
21	30.0	-3.0	25.0	-90.0	-7.0	-10.0	-11.0	27.0	151.65
22	111.0	19.0	-30.0	9.0	50.0	-60.0	-35.0	50.0	155.17
23	-14.0	12.0	-46.0	0.0	5.0	-105.0	-33.0	17.0	157.31
24	-60.0	29.0	-19.0	-12.0	90.0	87.0	-27.0	-128.0	153.77
25	-96.0	70.0	-5.0	-38.0	-65.0	90.0	77.0	-41.0	151.48
26	4.0	-20.0	3.0	34.0	-37.0	-128.0	-17.0	49.0	147.91
27	-15.0	-41.0	-16.0	51.0	-67.0	42.0	70.0	24.0	146.93
28	87.0	-2.0	-10.0	-14.0	17.0	127.0	-6.0	-32.0	149.84
29	4.0	-14.0	19.0	-2.0	-29.0	-32.0	26.0	-24.0	151.48
30	-19.0	-12.0	12.0	-16.0	-69.0	14.0	-1.0	74.0	148.22
31	-19.0	-80.0	1.0	6.0	9.0	64.0	-105.0	-22.0	146.93
32	55.0	14.0	-1.0	-42.0	0.0	-52.0	4.0	17.0	140.65
33	27.0	-2.0	-35.0	55.0	-128.0	-18.0	-75.0	90.0	141.14
34	-17.0	-14.0	-15.0	8.0	-31.0	42.0	48.0	-39.0	133.29
35	11.0	-8.0	-14.0	7.0	22.0	-95.0	-58.0	28.0	124.7
36	-3.0	29.0	51.0	4.0	20.0	80.0	33.0	110.0	131.49
37	25.0	31.0	0.0	-19.0	-112.0	127.0	-1.0	-113.0	131.46
38	-48.0	68.0	-9.0	-2.0	121.0	-60.0	58.0	-35.0	116.05
39	14.0	-8.0	8.0	-34.0	-3.0	-11.0	1.0	-53.0	121.62
40	-33.0	50.0	-6.0	-11.0	-26.0	99.0	-109.0	-45.0	127.61
41	-27.0	-2.0	-27.0	101.0	-104.0	-92.0	57.0	90.0	113.83
42	77.0	11.0	-9.0	-15.0	-16.0	-31.0	53.0	119.0	110.33
43	-16.0	-40.0	-15.0	-29.0	127.0	127.0	15.0	-3.0	97.77
44	-13.0	-17.0	52.0	-48.0	-74.0	127.0	42.0	-79.0	103.96
45	-14.0	-28.0	-8.0	-9.0	31.0	-69.0	49.0	1.0	101.76
46	7.0	3.0	-7.0	-16.0	100.0	90.0	-68.0	6.0	100.95
47	10.0	0.0	-18.0	-72.0	54.0	5.0	-80.0	87.0	120.71
48	-20.0	-47.0	-23.0	13.0	-128.0	127.0	53.0	-13.0	107.42
49	16.0	17.0	18.0	-11.0	-54.0	-10.0	-102.0	7.0	95.96
50	-21.0	-3.0	-25.0	121.0	6.0	-49.0	70.0	-20.0	97.69
51	57.0	-24.0	-43.0	-53.0	127.0	34.0	31.0	47.0	100.95
52	-14.0	70.0	-8.0	8.0	94.0	82.0	22.0	-108.0	93.99
53	46.0	-35.0	5.0	-12.0	12.0	14.0	-10.0	-4.0	92.8
54	-9.0	-34.0	24.0	4.0	-2.0	-81.0	67.0	-72.0	92.79
55	30.0	-13.0	-44.0	33.0	42.0	7.0	-96.0	58.0	93.62
56	-19.0	-14.0	-10.0	-17.0	21.0	-116.0	-48.0	91.0	93.62
57	-22.0	5.0	-22.0	-21.0	76.0	22.0	-73.0	-128.0	93.89
58	40.0	-20.0	-4.0	93.0	-104.0	-4.0	-5.0	46.0	93.02
59	-71.0	-14.0	1.0	-24.0	-40.0	-47.0	15.0	5.0	93.99
60	-47.0	28.0	37.0	-25.0	38.0	83.0	20.0	91.0	92.79
61	-25.0	22.0	0.0	-23.0	-73.0	22.0	-51.0	38.0	97.77
62	11.0	15.0	9.0	-8.0	56.0	41.0	-30.0	17.0	103.06
63	46.0	16.0	4.0	13.0	67.0	-85.0	-42.0	53.0	120.71
64	-26.0	-23.0	-4.0	-10.0	-12.0	-127.0	17.0	-64.0	113.83
65	28.0	18.0	-8.0	52.0	127.0	-26.0	30.0	-59.0	128.88
66	2.0	40.0	25.0	-2.0	3.0	-128.0	45.0	65.0	133.29
67	49.0	-1.0	2.0	79.0	-87.0	40.0	19.0	16.0	128.88
68	-49.0	-24.0	8.0	0.0	-70.0	-4.0	-119.0	-25.0	134.48
69	15.0	-1.0	-2.0	2.0	-103.0	42.0	-82.0	-14.0	136.53
70	-7.0	19.0	-22.0	3.0	102.0	91.0	38.0	-64.0	141.14
