0.1	55.18	104.14
0.2	71.85	101.26
0.3	88.55	93.92
0.4	66.77	89.73
0.5	20.84	86.38
0.6	49.94	73.26
0.7	39.86	72.76
0.8	55.38	79.17
0.9	57.91	78.42
1	58.89	76.2
1.1	19.99	72.24
1.2	54.71	71.47
1.3	73.59	71.81
1.4	67.95	61.99
1.5	59.9	67.74
1.6	74.44	68.36
1.7	56.58	68.42
1.8	57.92	67.3
1.9	34.5	53.33
2	38.89	51.28
2.1	74.09	48.61
2.2	33.28	48.36
2.3	59.18	55.32
2.4	62.49	55.58
2.5	35.77	59.06
2.6	33.78	70.48
2.7	40.95	65.22
2.8	79.2	69.56
2.9	34.99	74.22
3	32.66	80.72
3.1	39.35	105.05
3.2	30.01	107.79
3.3	50.33	123.2
