0.1	28.21	118.22
0.2	67.52	111.4
0.3	54.65	103.34
0.4	79.91	90.92
0.5	91.98	87.5
0.6	51.26	56.57
0.7	95.8	55.39
0.8	78.56	47.04
0.9	73.25	43.05
1	74.67	34.91
1.1	65.99	32.36
1.2	85.33	31.98
1.3	32.48	23.94
1.4	52.36	8.66
1.5	66.01	10.17
1.6	47.82	13.53
1.7	63.78	21.99
1.8	70.64	36.67
1.9	45.19	25.58
2	28.06	30.82
2.1	75.26	29.38
2.2	82.55	38.01
2.3	81.31	44.05
2.4	74.87	50.59
2.5	29.66	60.2
2.6	58.65	57.57
2.7	97.68	61.71
2.8	65.19	69.83
2.9	87.94	74.17
3	80.13	83.96
3.1	66.25	68.24
3.2	55.39	99.02
3.3	56.73	101.15
3.4	43.62	115.38
3.5	56.22	121.6
3.6	91.86	116.8
