0.1	36.6	145.04
0.2	51.04	131.89
0.3	53.91	88.79
0.4	59.01	88.63
0.5	24.99	78.6
0.6	67.28	77.1
0.7	51.45	76.11
0.8	57.49	68.29
0.9	65.76	60.97
1	42.07	56.67
1.1	49.65	49.72
1.2	36.33	47.78
1.3	35.81	45.54
1.4	71.14	45.06
1.5	59.22	43.31
1.6	77.64	43.05
1.7	67.65	41.45
1.8	75.17	38.76
1.9	54.77	36.26
2	63.4	28.92
2.1	63.77	27.38
2.2	20.78	27.35
2.3	50.73	27.58
2.4	31.95	36.31
2.5	27.19	39.91
2.6	49.29	43.72
2.7	36.09	49.16
2.8	54.53	43.69
2.9	71.83	46.86
3	60.25	53.82
3.1	29.99	58.75
3.2	24.68	59.12
3.3	66.02	63.03
3.4	36.49	75.32
3.5	51.46	79.53
3.6	45.03	81.26
3.7	46.23	81.45
3.8	50.35	86.27
3.9	19.1	82.07
4	39.46	83.6
4.1	69.68	88.03
4.2	30.97	113.94
4.3	56.83	117.01
4.4	26.06	119.33
4.5	28.75	123.28
4.6	61.38	127.05
