0.1	78.7	126.79
0.2	90.34	114.64
0.3	67.45	113.99
0.4	79.15	107.94
0.5	71.9	98.04
0.6	33.89	89.06
0.7	76.2	75.01
0.8	51.6	71.93
0.9	36.91	69.89
1	41	55.14
1.1	79.39	50.53
1.2	73.85	48.68
1.3	40.26	46
1.4	16.61	46.89
1.5	80.54	44.25
1.6	62.77	46.23
1.7	57.05	43.59
1.8	91.02	40.19
1.9	56.04	42.13
2	78.92	40.73
2.1	70.53	39.46
2.2	81.33	40.85
2.3	59.15	42.77
2.4	41.31	44.05
2.5	51.91	49.32
2.6	37.58	52.03
2.7	45.49	51.03
2.8	67.45	59.27
2.9	65.68	67.22
3	45.91	86.84
3.1	43.1	89.95
3.2	80.71	86.67
3.3	111.23	95.57
3.4	47.07	108.61
3.5	29.87	110.67
3.6	19.04	110.22
3.7	67.3	110.89
