0.1	62.45	139.95
0.2	75.63	138.46
0.3	69.63	93.85
0.4	79.6	109.27
0.5	41.13	93.61
0.6	56.28	82.91
0.7	34.24	88.96
0.8	68.28	74.44
0.9	58.43	70.64
1	56.89	63.98
1.1	42.05	57.01
1.2	38.7	54.52
1.3	57	36.47
1.4	59.94	27.76
1.5	79.34	26.34
1.6	58.2	26.19
1.7	66.35	25.77
1.8	70.89	23.67
1.9	54.18	22.45
2	60.52	32.92
2.1	78.48	44.4
2.2	87.68	53.79
2.3	57.19	63.16
2.4	105.15	68.84
2.5	49.63	73.79
2.6	31.18	78.95
2.7	28.24	84.28
2.8	61.47	81.07
2.9	63.07	92.73
3	42.77	85.81
3.1	52.09	89.89
3.2	29.53	94.42
3.3	35.37	95.79
3.4	55.98	99.29
3.5	34.8	104.61
3.6	54.82	107.95
3.7	66.05	111.97
3.8	40	114.16
3.9	48.86	127.25
4	42.61	130.4
