0.1	67.97	140.47
0.2	56.46	126.84
0.3	76.18	110.44
0.4	28.58	98.9
0.5	64.3	87.54
0.6	35.4	78.17
0.7	58.22	75.96
0.8	80.34	60.46
0.9	32.62	57.24
1	70.97	55.88
1.1	32.82	52.96
1.2	39.74	44.6
1.3	57.66	42.04
1.4	66.31	37.74
1.5	55.85	36.75
1.6	76.04	38.06
1.7	61.96	35.83
1.8	67.48	38.35
1.9	72.99	47.14
2	82.22	45.27
2.1	36.75	42.08
2.2	74.51	42.52
2.3	41.21	47.77
2.4	34.44	59.35
2.5	75.34	53.07
2.6	62.19	62.36
2.7	66.2	78.64
2.8	31.56	84.35
2.9	65.79	78.59
3	60.83	82.48
3.1	42.43	87.88
3.2	59.19	93.78
3.3	64.69	117.6
3.4	35.13	97.87
3.5	24.67	105.03
3.6	37.89	108.74
3.7	39.98	112.13
3.8	42.61	122.57
3.9	40.37	139.1
4	23.25	129.83
4.1	19.95	132.5
4.2	36.61	135.61
4.3	16.69	141.2
4.4	8.35	143.53
