0.1	80.96	133.09
0.2	99.27	127.64
0.3	73.16	89.2
0.4	56.42	81.41
0.5	71.3	93.75
0.6	46.99	86.74
0.7	42.42	82.63
0.8	72.54	75.09
0.9	49.24	68.47
1	63.52	61.93
1.1	80.42	59.97
1.2	42.36	57.32
1.3	25.22	51.4
1.4	68.95	58.73
1.5	45.49	49.45
1.6	70.58	55.61
1.7	55.95	55.64
1.8	42.73	54.44
1.9	65.64	51.96
2	52.6	52.24
2.1	70.98	58.45
2.2	26.73	53.59
2.3	53.51	58.84
2.4	68.74	61.31
2.5	72.58	61.03
2.6	44.87	69.16
2.7	22.91	66.49
2.8	52.77	69.91
2.9	65.41	76
3	47.79	80.5
3.1	58.78	87.1
3.2	50.68	78.82
3.3	43.36	96.27
3.4	37.13	85.34
3.5	44.95	89.45
3.6	45.83	90.69
3.7	55.28	109.34
3.8	60.34	118.91
3.9	58.39	118.24
4	35.24	121.91
4.1	59.6	124.41
