0.1	49.42	126.43
0.2	70.23	123.27
0.3	63.01	92.67
0.4	68.12	81.64
0.5	57.83	83.9
0.6	72.33	82.21
0.7	70.45	75.53
0.8	73.94	64.33
0.9	77.73	62.14
1	33.06	56.73
1.1	27.99	49.29
1.2	62.47	44.59
1.3	61.58	46.85
1.4	54.45	44.74
1.5	35.39	42.18
1.6	80.37	40.93
1.7	57.83	48.13
1.8	50.02	36.85
1.9	60.66	31.26
2	42.17	29.09
2.1	15.39	27.21
2.2	46.59	24.37
2.3	23.32	39.83
2.4	42.34	42.71
2.5	39.01	47.81
2.6	37.25	51.15
2.7	58.5	53.95
2.8	34.73	58.83
2.9	43.61	52.65
3	48.16	58.58
3.1	35.86	62.02
3.2	69.22	64.93
3.3	62.66	79.58
3.4	26.34	77.61
3.5	54.37	82.08
3.6	49.69	83.25
3.7	45.79	75.66
3.8	41.45	78.63
3.9	77.08	81.07
4	70.73	83.91
4.1	58.96	90.67
4.2	37.97	88.98
4.3	50.36	90.69
4.4	18.69	115.09
4.5	58.67	121.29
4.6	38.49	124.81
