0.1	55.44	124.31
0.2	67.21	105.3
0.3	53.83	79.89
0.4	84.84	64.7
0.5	66.86	65.11
0.6	17.77	55.96
0.7	55.96	50.36
0.8	68.02	50.89
0.9	77.49	47.08
1	74.16	42.42
1.1	70.18	37.58
1.2	47.78	34.25
1.3	80.03	31.33
1.4	51.28	34.61
1.5	47.65	37.96
1.6	56.91	37.85
1.7	79.38	36.99
1.8	59.87	34.13
1.9	76.53	37.01
2	45.49	30.41
2.1	22.78	40.36
2.2	52.93	42.8
2.3	79.57	51.18
2.4	75.42	60.05
2.5	41.47	63.06
2.6	53.21	64.78
2.7	54.69	72.1
2.8	80.18	46.03
2.9	43.29	59.96
3	93.03	106.81
3.1	98.96	124.02
3.2	60.4	120.91
3.3	68.96	121.94
3.4	51.82	123
3.5	46.81	137.99
3.6	61.35	138.54
3.7	47.74	138.97
