0.1	54.63	108.77
0.2	39.63	104.52
0.3	63.54	95.63
0.4	82.9	85.05
0.5	50.85	76.95
0.6	74.38	77.84
0.7	46.03	63.27
0.8	94.18	59.7
0.9	54.59	63.36
1	78.49	62.31
1.1	28.96	55.79
1.2	72.4	47.44
1.3	81.34	54.69
1.4	84.97	40.3
1.5	60.3	38.18
1.6	62.65	38.03
1.7	60.88	49.28
1.8	62.7	40.89
1.9	74.91	41.34
2	69.16	54.05
2.1	52.49	59.54
2.2	38.27	53.68
2.3	66.83	68.84
2.4	67.9	65.59
2.5	37.08	80.73
2.6	58.91	88.71
2.7	72.95	92.71
2.8	36.57	97.5
2.9	72.72	106.44
3	54.75	110.79
3.1	25.57	110.86
3.2	59.2	116.31
3.3	78.87	120.06
