0	95.0	-24.0	-60.0	6.0	-3.0	-26.0	-9.0	116.0	135.71
1	-117.0	40.0	93.0	-69.0	-6.0	1.0	5.0	-68.0	133.43
2	91.0	127.0	121.0	-36.0	10.0	-11.0	-19.0	2.0	126.17
3	-119.0	-52.0	-77.0	-43.0	-5.0	7.0	7.0	-22.0	120.49
4	-2.0	-128.0	-128.0	-112.0	-5.0	-4.0	-22.0	-11.0	124.72
5	-128.0	-48.0	47.0	-44.0	4.0	22.0	4.0	80.0	126.17
6	42.0	66.0	-125.0	-85.0	6.0	-27.0	20.0	24.0	120.83
7	-31.0	-6.0	4.0	86.0	-5.0	24.0	-5.0	59.0	114.82
8	127.0	115.0	127.0	-21.0	20.0	-4.0	2.0	-3.0	116.06
9	115.0	-96.0	-27.0	127.0	4.0	2.0	20.0	51.0	116.06
10	70.0	-55.0	28.0	-128.0	3.0	-5.0	-6.0	-40.0	110.12
11	103.0	80.0	27.0	-22.0	-1.0	22.0	1.0	16.0	108.79
12	38.0	-16.0	1.0	25.0	-2.0	1.0	-18.0	25.0	102.48
13	-65.0	-10.0	6.0	-9.0	-17.0	-18.0	7.0	19.0	102.87
14	74.0	127.0	-18.0	10.0	5.0	19.0	-7.0	33.0	114.82
15	44.0	127.0	-38.0	-7.0	-12.0	14.0	-1.0	-44.0	106.73
16	7.0	-56.0	-49.0	-69.0	0.0	-9.0	2.0	-12.0	102.48
17	-5.0	-56.0	-128.0	-4.0	13.0	7.0	-2.0	-73.0	95.19
18	-23.0	83.0	14.0	-75.0	5.0	-5.0	-1.0	-128.0	106.92
19	-26.0	-10.0	4.0	127.0	1.0	-21.0	0.0	2.0	108.79
20	-67.0	-128.0	42.0	-63.0	25.0	-16.0	1.0	-128.0	96.65
21	107.0	44.0	-14.0	-26.0	-22.0	5.0	-2.0	22.0	102.35
22	61.0	-111.0	67.0	-30.0	-3.0	10.0	0.0	81.0	96.65
23	-28.0	66.0	-23.0	-48.0	-10.0	-1.0	1.0	13.0	89.02
24	-3.0	-118.0	-26.0	-25.0	-4.0	6.0	-11.0	18.0	81.51
25	93.0	127.0	-45.0	27.0	5.0	1.0	-12.0	74.0	78.18
26	115.0	95.0	14.0	-51.0	6.0	-11.0	-2.0	121.0	69.81
27	111.0	14.0	-86.0	-43.0	4.0	-2.0	-4.0	-33.0	78.18
28	127.0	-84.0	-67.0	73.0	-7.0	6.0	10.0	10.0	74.46
29	127.0	-3.0	-39.0	-27.0	-29.0	-11.0	10.0	-53.0	70.66
30	-128.0	-5.0	93.0	8.0	-5.0	8.0	-13.0	1.0	79.5
31	-128.0	70.0	51.0	-18.0	-1.0	7.0	13.0	-29.0	82.73
32	33.0	-128.0	127.0	29.0	-4.0	-4.0	-6.0	-27.0	60.11
33	-70.0	-39.0	-89.0	-25.0	12.0	11.0	6.0	-38.0	61.09
34	56.0	65.0	65.0	103.0	-10.0	-5.0	3.0	-1.0	70.06
35	103.0	127.0	-118.0	22.0	-11.0	8.0	6.0	-3.0	61.2
36	-128.0	112.0	108.0	4.0	0.0	-2.0	-9.0	-11.0	57.34
37	-17.0	-128.0	10.0	-125.0	20.0	-8.0	4.0	15.0	58.21
38	6.0	-39.0	-60.0	-7.0	-11.0	3.0	-10.0	7.0	61.2
39	51.0	-44.0	1.0	13.0	-6.0	5.0	1.0	-9.0	60.11
40	35.0	-6.0	13.0	66.0	0.0	2.0	5.0	-12.0	70.66
41	-48.0	-102.0	-26.0	-17.0	-3.0	6.0	-4.0	84.0	78.59
42	-81.0	45.0	-118.0	7.0	-16.0	-6.0	-10.0	81.0	89.02
43	86.0	127.0	-11.0	11.0	9.0	-18.0	16.0	48.0	82.73
44	-79.0	-35.0	-39.0	86.0	0.0	-6.0	2.0	-49.0	90.1
45	-79.0	-70.0	-98.0	-59.0	8.0	2.0	-8.0	-65.0	102.63
46	-84.0	-18.0	127.0	-68.0	10.0	-10.0	-9.0	9.0	106.73
47	78.0	40.0	-21.0	20.0	-18.0	2.0	-6.0	-6.0	108.02
48	-50.0	16.0	-9.0	-8.0	5.0	18.0	1.0	-29.0	104.08
49	8.0	127.0	73.0	-35.0	-20.0	-7.0	15.0	32.0	102.35
50	59.0	117.0	102.0	55.0	5.0	-1.0	8.0	35.0	98.52
51	118.0	58.0	-9.0	3.0	-21.0	15.0	-5.0	-45.0	108.31
52	-128.0	62.0	-58.0	-6.0	-16.0	-1.0	-5.0	55.0	102.63
53	62.0	-88.0	59.0	-40.0	4.0	1.0	-1.0	74.0	102.35
54	38.0	-47.0	-46.0	7.0	6.0	-7.0	-18.0	39.0	104.77
55	-52.0	-32.0	-99.0	-8.0	-3.0	-6.0	-8.0	5.0	107.44
56	-94.0	-128.0	-14.0	-8.0	5.0	-9.0	12.0	-4.0	106.73
57	60.0	-71.0	-65.0	-8.0	1.0	-10.0	14.0	-29.0	106.73
58	-113.0	-2.0	-36.0	85.0	-18.0	12.0	-7.0	-15.0	101.39
59	-111.0	16.0	-93.0	-106.0	-1.0	-5.0	-1.0	1.0	106.87
60	24.0	19.0	-59.0	-11.0	-4.0	9.0	2.0	15.0	107.44
61	33.0	-105.0	-85.0	-83.0	21.0	15.0	-4.0	-74.0	109.84
62	-36.0	30.0	-9.0	121.0	-6.0	-24.0	5.0	11.0	112.72
63	-6.0	-17.0	-65.0	-70.0	8.0	-10.0	10.0	-27.0	117.09
64	57.0	-43.0	-9.0	70.0	3.0	7.0	3.0	-53.0	124.5
65	38.0	16.0	-107.0	102.0	-10.0	1.0	3.0	-4.0	129.58
66	-54.0	49.0	-11.0	0.0	8.0	-3.0	-5.0	10.0	118.83
67	-3.0	-42.0	127.0	7.0	15.0	5.0	14.0	25.0	124.5
68	-104.0	40.0	-20.0	-21.0	0.0	8.0	8.0	-42.0	127.47
69	45.0	-115.0	60.0	-53.0	1.0	-1.0	1.0	-12.0	120.49
70	-39.0	11.0	-112.0	-8.0	15.0	8.0	-3.0	32.0	123.26
71	63.0	-114.0	30.0	-99.0	-10.0	-23.0	-1.0	-9.0	134.42
72	-48.0	-26.0	-100.0	8.0	-12.0	1.0	-16.0	-32.0	131.63
73	-110.0	14.0	-113.0	24.0	3.0	-14.0	5.0	-18.0	128.31
74	-128.0	-54.0	-44.0	10.0	-8.0	-1.0	-1.0	-32.0	129.58
75	-31.0	-97.0	115.0	8.0	-6.0	-5.0	4.0	-32.0	134.42
76	-10.0	114.0	34.0	-51.0	-6.0	0.0	-3.0	-18.0	135.05
77	-55.0	16.0	-6.0	-99.0	7.0	7.0	4.0	23.0	135.32
