0	-128.0	120.0	-7.0	-22.0	-13.0	22.0	-5.0	25.0	48.89
1	-73.0	-54.0	-128.0	7.0	1.0	-17.0	48.0	-21.0	50.0
2	109.0	-95.0	21.0	-55.0	9.0	-26.0	16.0	56.0	63.42
3	-21.0	-75.0	-21.0	24.0	3.0	10.0	121.0	-11.0	62.65
4	-85.0	61.0	16.0	127.0	-8.0	-3.0	-41.0	-14.0	62.9
5	-83.0	-112.0	74.0	50.0	-41.0	18.0	-31.0	43.0	62.63
6	-21.0	-12.0	-76.0	17.0	-1.0	-28.0	4.0	18.0	50.0
7	-96.0	-128.0	75.0	-26.0	27.0	-8.0	-3.0	5.0	55.38
8	-76.0	-77.0	-91.0	-31.0	2.0	22.0	2.0	58.0	58.63
9	-74.0	-101.0	-21.0	-3.0	20.0	-12.0	-11.0	-82.0	55.38
10	101.0	-64.0	127.0	91.0	2.0	-103.0	33.0	42.0	62.87
11	52.0	113.0	127.0	-75.0	-19.0	-28.0	84.0	34.0	63.3
12	60.0	105.0	-128.0	-12.0	-11.0	-1.0	-28.0	89.0	69.73
13	-128.0	92.0	-83.0	-22.0	-5.0	44.0	-13.0	-13.0	97.15
14	-128.0	-68.0	-95.0	-20.0	-34.0	11.0	119.0	-94.0	62.63
15	127.0	66.0	68.0	-1.0	-3.0	36.0	11.0	-82.0	63.3
16	88.0	35.0	24.0	-6.0	-25.0	0.0	-2.0	101.0	91.91
17	81.0	-114.0	-8.0	-13.0	-26.0	1.0	32.0	34.0	90.32
18	-128.0	-51.0	-6.0	45.0	20.0	34.0	-100.0	109.0	96.81
19	-81.0	-19.0	73.0	-64.0	-26.0	-14.0	-4.0	50.0	96.81
20	-44.0	-85.0	68.0	29.0	-5.0	15.0	17.0	25.0	99.07
21	4.0	-102.0	12.0	-32.0	-7.0	-8.0	15.0	-14.0	124.37
22	-28.0	73.0	-65.0	-26.0	28.0	9.0	-34.0	-39.0	120.7
23	27.0	-39.0	-76.0	-20.0	-10.0	7.0	10.0	16.0	115.56
24	38.0	127.0	66.0	-35.0	-29.0	-18.0	-9.0	-4.0	103.8
25	-123.0	-39.0	73.0	8.0	20.0	28.0	-19.0	15.0	121.11
26	-81.0	-104.0	-58.0	-11.0	20.0	19.0	11.0	28.0	115.56
27	-94.0	-38.0	-42.0	-45.0	-5.0	11.0	-98.0	-13.0	98.06
28	103.0	-34.0	28.0	-7.0	14.0	46.0	-5.0	-20.0	98.45
29	21.0	-100.0	-88.0	5.0	-13.0	-5.0	49.0	-44.0	99.07
30	41.0	-44.0	-16.0	19.0	3.0	-10.0	31.0	-30.0	106.91
31	-128.0	54.0	-17.0	80.0	-2.0	-39.0	77.0	-20.0	103.8
32	-94.0	74.0	16.0	-39.0	7.0	-10.0	-28.0	24.0	120.7
33	75.0	79.0	-21.0	22.0	-7.0	24.0	45.0	-11.0	117.02
34	27.0	90.0	49.0	54.0	-6.0	74.0	20.0	1.0	118.78
35	-57.0	5.0	12.0	-7.0	29.0	39.0	-19.0	-37.0	117.02
36	8.0	110.0	-6.0	-1.0	32.0	7.0	-6.0	-67.0	106.91
37	101.0	4.0	-94.0	127.0	20.0	-44.0	4.0	2.0	115.2
38	56.0	-5.0	-13.0	-128.0	-4.0	-13.0	-6.0	-32.0	115.2
39	-116.0	3.0	-31.0	9.0	-18.0	-2.0	-53.0	14.0	119.45
40	108.0	-52.0	127.0	52.0	-34.0	35.0	3.0	64.0	125.4
41	4.0	-24.0	127.0	83.0	30.0	-23.0	-17.0	-83.0	101.74
42	-122.0	-40.0	-88.0	-42.0	9.0	3.0	-28.0	115.0	130.3
43	40.0	-19.0	-15.0	12.0	19.0	25.0	-44.0	15.0	126.63
